Round,All India Rank,Choice No.,Institute,Course,Allotted Quota,Allotted/Candidate Category,Cand_Cat_Split,Status
1,74892,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,EWS,EWS,Retained
3,74940,6,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Upgraded
2,75072,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
1,75074,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
3,75098,4,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Upgraded
1,75133,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,SC,SC,Retained
1,75189,-,TAMRALIPTO GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,75215,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
3,75250,5,I Q CITY MEDICAL COLLEGE,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Fresh Allotment
1,75569,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
3,75789,6,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,EWS,EWS,Upgraded
1,75819,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,75828,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
2,75949,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR OBC (Non-Creamy Layer),,Retained
1,76031,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,EWS,EWS,Retained
2,76038,-,SHRI RAMKRISHNA INSTITUTE OF MEDICAL SCIENCES AND SANAKA HOSPITALS,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,76294,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,EWS,EWS,Not Upgraded
1,76447,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
1,76461,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
3,76555,6,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,EWS,EWS,Fresh Allotment
1,76600,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,76700,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,76854,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,EWS,EWS,Not Upgraded
1,76857,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,EWS,EWS,Not Upgraded
1,76895,-,PRAFULLA CHANDRA SEN GOVERNMENT MEDICAL COLLEGE,MBBS,State Quota,EWS,EWS,Not Upgraded
2,77037,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,SC,SC,Not Upgraded
1,77043,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,77060,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,77191,-,PRAFULLA CHANDRA SEN GOVERNMENT MEDICAL COLLEGE,MBBS,State Quota,EWS,EWS,Not Upgraded
3,77311,13,TAMRALIPTO GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Fresh Allotment
3,77473,36,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
1,77567,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
2,77638,-,JMN MEDICAL COLLEGE,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
1,77642,-,PRAFULLA CHANDRA SEN GOVERNMENT MEDICAL COLLEGE,MBBS,State Quota,EWS,EWS,Not Upgraded
3,77714,36,GURU NANAK INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR OBC-A (Non- Creamy Layer),,Fresh Allotment
1,77789,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,EWS,EWS,Not Upgraded
1,78041,-,JIS SCHOOL OF MEDICAL SCIENCE AND RESEARCH,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
2,78053,-,KUSUM DEVI SUNDERLAL DUGAR JAIN DENTAL COLLEGE AND HOSPITAL,BDS,State Quota,UR,General,Not Upgraded
3,78084,29,I Q CITY MEDICAL COLLEGE,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Fresh Allotment
1,78134,-,PRAFULLA CHANDRA SEN GOVERNMENT MEDICAL COLLEGE,MBBS,State Quota,EWS,EWS,Retained
1,78145,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,78149,-,GURU NANAK INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
3,78192,9,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Fresh Allotment
1,78324,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,EWS,EWS,Retained
1,78536,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Not Upgraded
1,78595,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,EWS,EWS,Not Upgraded
3,78647,16,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR OBC-B (Non- Creamy Layer),,Fresh Allotment
1,78667,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,78673,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,78727,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,EWS,EWS,Retained
1,78748,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,78791,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
1,78848,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,78851,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR OBC-A (Non- Creamy Layer),,Not Upgraded
1,78903,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,78925,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
2,78928,-,JMN MEDICAL COLLEGE,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,78975,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,EWS,EWS,Not Upgraded
3,79155,36,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
2,79165,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
1,79302,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,79308,-,RAMPURHAT GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,79386,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Not Upgraded
1,79601,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
1,79709,-,GOURI DEVI INSTITUTE OF MEDICAL SCIENCES AND HOSPITAL,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
2,79772,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
2,79774,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
1,79878,-,ESI PGI MSR AND ESIC MEDICAL COLLEGE JOKA KOLKATA,MBBS,State Quota,SC,SC,Retained
1,80187,-,KUSUM DEVI SUNDERLAL DUGAR JAIN DENTAL COLLEGE AND HOSPITAL,BDS,State Quota,UR,General,Not Upgraded
2,80198,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
2,80248,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
1,80274,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,80382,-,GURU NANAK INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR,General,Retained
1,80392,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,80407,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,80556,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,80683,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
2,80733,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
1,80741,-,PRAFULLA CHANDRA SEN GOVERNMENT MEDICAL COLLEGE,MBBS,State Quota,EWS,EWS,Not Upgraded
2,80807,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Not Upgraded
1,80819,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,81022,-,JHARGRAM GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
1,81095,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
2,81230,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,EWS,EWS,Retained
2,81233,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
3,81303,1,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,EWS,EWS,Upgraded
1,81320,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
2,81448,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
1,81466,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
1,81486,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,81644,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
3,81951,29,GOURI DEVI INSTITUTE OF MEDICAL SCIENCES AND HOSPITAL,MBBS,Private Management Quota,UR,General,Fresh Allotment
1,82058,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,SC,SC,Retained
1,82081,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Retained
1,82131,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
3,82196,15,SANTINIKETAN MEDICAL COLLEGE,MBBS,Private Management Quota,UR OBC-B (Non- Creamy Layer),,Fresh Allotment
1,82246,-,JHARGRAM GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,82249,-,KUSUM DEVI SUNDERLAL DUGAR JAIN DENTAL COLLEGE AND HOSPITAL,BDS,State Quota,UR,General,Not Upgraded
3,82268,12,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Fresh Allotment
1,82355,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,82412,-,JMN MEDICAL COLLEGE,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
1,82478,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Retained
2,82528,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
1,82707,-,RAMPURHAT GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
2,82757,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,82814,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,SC,SC,Retained
1,82909,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,83103,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
3,83143,8,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,EWS,EWS,Upgraded
1,83215,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,83266,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
3,83502,36,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
1,83600,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,83709,-,SHRI RAMKRISHNA INSTITUTE OF MEDICAL SCIENCES AND SANAKA HOSPITALS,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,83738,-,TAMRALIPTO GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,83816,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,SC,SC,Retained
2,83856,-,GURU NANAK INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR,General,Not Upgraded
2,83898,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Not Upgraded
1,83993,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
2,84055,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
3,84129,4,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
1,84196,-,SHRI RAMKRISHNA INSTITUTE OF MEDICAL SCIENCES AND SANAKA HOSPITALS,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,84612,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
3,84781,27,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
1,84863,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,SC,SC,Retained
1,84959,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
1,84987,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
1,85020,-,RAMPURHAT GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
2,85033,-,RAMPURHAT GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,85066,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
1,85074,-,"MAHARAJA JITENDRA NARAYAN MEDICAL COLLEGE AND HOSPITAL, COOCHBEHAR",MBBS,State Quota,EWS,EWS,Retained
1,85122,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
2,85253,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,85283,-,"INSTITUTE OF PG MEDICAL EDUCATION AND RESEARCH, KOLKATA",MBBS,State Quota,ST,ST,Retained
2,85433,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
3,85441,35,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
3,85597,1,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,EWS,EWS,Fresh Allotment
3,85627,3,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,SC,SC,Fresh Allotment
3,85665,7,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
1,85803,-,RAMPURHAT GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
1,85841,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
1,85909,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
2,85964,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
2,85996,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
3,86027,13,GURU NANAK INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR,General,Fresh Allotment
1,86240,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,86270,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
3,86316,34,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR OBC (Non-Creamy Layer),,Fresh Allotment
3,86390,4,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Upgraded
1,86412,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
2,86425,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,86559,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,SC,SC,Retained
2,86578,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Not Upgraded
2,86654,-,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,86672,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,SC,SC,Retained
2,86693,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,SC,SC,Retained
2,86715,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,SC,SC,Retained
1,86766,-,TAMRALIPTO GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,86777,-,SHRI RAMKRISHNA INSTITUTE OF MEDICAL SCIENCES AND SANAKA HOSPITALS,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
1,87109,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,SC,SC,Retained
1,87158,-,RAMPURHAT GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,87233,-,KUSUM DEVI SUNDERLAL DUGAR JAIN DENTAL COLLEGE AND HOSPITAL,BDS,State Quota,UR,General,Not Upgraded
3,87253,4,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Upgraded
2,87254,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,87324,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
1,87465,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
1,87496,-,TAMRALIPTO GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
3,87497,38,GURU NANAK INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR OBC-B (Non- Creamy Layer),,Fresh Allotment
1,87502,-,TAMRALIPTO GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
2,87534,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,87570,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
3,87575,2,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Upgraded
1,87624,-,SHRI RAMKRISHNA INSTITUTE OF MEDICAL SCIENCES AND SANAKA HOSPITALS,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
2,87670,-,GURU NANAK INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,87803,-,JHARGRAM GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
3,87943,4,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Upgraded
3,88024,3,"CALCUTTA NATIONAL MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Upgraded
1,88204,-,HALDIA INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR,General,Retained
1,88249,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,SC,SC,Retained
3,88571,2,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
1,88797,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Not Upgraded
3,88798,29,HALDIA INSTITUTE OF DENTAL SCIENCES AND RESEARCH,BDS,State Quota,UR,General,Fresh Allotment
3,88917,9,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,EWS,EWS,Fresh Allotment
1,88990,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
2,89108,-,"COLLEGE OF MEDICINE AND SAGORE DUTTA HOSPITAL, KAMARHATI",MBBS,State Quota,SC,SC,Not Upgraded
1,89114,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,SC,SC,Retained
1,89133,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,SC,SC,Retained
1,89270,-,JHARGRAM GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
1,89473,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,SC,SC,Retained
1,89824,-,JHARGRAM GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
1,89879,-,JHARGRAM GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
1,89983,-,"COLLEGE OF MEDICINE AND SAGORE DUTTA HOSPITAL, KAMARHATI",MBBS,State Quota,SC,SC,Retained
1,90102,-,JHARGRAM GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Not Upgraded
3,90103,2,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
1,90158,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
2,90175,-,KRISHNANAGAR INSTITUTE OF MEDICAL SCIENCE PRIVATE LIMITED,MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,90191,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,SC,SC,Retained
1,90241,-,"COLLEGE OF MEDICINE AND SAGORE DUTTA HOSPITAL, KAMARHATI",MBBS,State Quota,SC,SC,Retained
1,90317,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,SC,SC,Retained
3,90354,14,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Fresh Allotment
1,90463,-,"MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,ST,ST,Retained
1,90595,-,RAIGANJ GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,EWS,EWS,Retained
3,90597,39,KUSUM DEVI SUNDERLAL DUGAR JAIN DENTAL COLLEGE AND HOSPITAL,BDS,State Quota,UR,General,Fresh Allotment
1,90682,-,KUSUM DEVI SUNDERLAL DUGAR JAIN DENTAL COLLEGE AND HOSPITAL,BDS,State Quota,UR,General,Retained
3,90776,3,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,SC,SC,Upgraded
3,90780,37,KUSUM DEVI SUNDERLAL DUGAR JAIN DENTAL COLLEGE AND HOSPITAL,BDS,State Quota,UR,General,Fresh Allotment
1,90889,-,"KPC MEDICAL COLLEGE AND HOSPITAL, JADAVPUR",MBBS,Private Management Quota,UR,General,Retained
