Round,All India Rank,Choice No.,Institute,Course,Allotted Quota,Allotted/Candidate Category,Cand_Cat_Split,Status
1,24817,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Not Upgraded
1,24832,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,24852,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Retained
1,24883,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
3,24926,6,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Upgraded
1,25020,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
3,25026,3,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,UR,General,Upgraded
1,25031,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,25104,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,25118,-,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,EWS,EWS,Retained
1,25127,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
1,25159,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Not Upgraded
1,25188,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,25282,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Retained
2,25304,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,25315,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,25318,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,25372,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Not Upgraded
1,25383,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Retained
1,25397,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,25423,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,25425,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,25468,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,UR,General,Not Upgraded
1,25477,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
2,25507,-,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,25561,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,25571,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,25585,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Not Upgraded
1,25636,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,25644,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,25650,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,25651,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Not Upgraded
1,25658,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,25685,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Retained
1,25692,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
2,25694,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
3,25701,4,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Upgraded
1,25716,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,25751,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,25780,-,PRAFULLA CHANDRA SEN GOVERNMENT MEDICAL COLLEGE,MBBS,State Quota,UR,General,Retained
1,25790,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Retained
2,25793,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,25796,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
2,25811,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,UR,General,Retained
1,25816,-,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,EWS,EWS,Retained
1,25822,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
3,25846,9,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Upgraded
1,25855,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,25858,-,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,EWS,EWS,Retained
1,25977,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Retained
1,25981,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,25989,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Retained
3,26004,9,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Upgraded
1,26032,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Not Upgraded
1,26100,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Not Upgraded
1,26112,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Retained
1,26131,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
3,26134,2,"R.G. KAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Upgraded
1,26144,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Not Upgraded
1,26169,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Not Upgraded
1,26213,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,26230,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Not Upgraded
1,26234,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,26235,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,26271,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR OBC-B (Non- Creamy Layer),,Retained
1,26312,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,26340,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
3,26348,6,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
1,26362,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,26369,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,26375,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,26399,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,26406,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
3,26409,9,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Upgraded
1,26431,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,26441,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,26464,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR OBC-B (Non- Creamy Layer),,Retained
1,26493,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,26518,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,26520,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
3,26533,7,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Upgraded
1,26537,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,26607,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,26631,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
3,26664,9,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Upgraded
1,26696,-,ESI PGI MSR AND ESIC MEDICAL COLLEGE JOKA KOLKATA,MBBS,State Quota,OBC (Non-Creamy Layer) OBC-A (Non- Creamy Layer),,Not Upgraded
1,26707,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,26727,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Retained
1,26734,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Not Upgraded
1,26737,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,26762,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
3,26810,1,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,UR,General,Upgraded
3,26814,6,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
1,26857,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,26899,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,26903,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,26908,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
2,26935,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,26965,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,26976,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,26979,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,26982,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Retained
2,26992,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,27157,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,27163,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,27165,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR OBC-B (Non- Creamy Layer),,Retained
3,27182,8,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
3,27203,1,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
3,27218,6,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Upgraded
3,27232,8,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
1,27261,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
3,27291,8,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
2,27308,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,27337,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,27349,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,27419,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Retained
3,27436,8,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
3,27444,1,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
1,27451,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,27466,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Not Upgraded
1,27521,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,27531,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,27594,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,UR OBC (Non-Creamy Layer),,Not Upgraded
1,27633,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,27656,-,PRAFULLA CHANDRA SEN GOVERNMENT MEDICAL COLLEGE,MBBS,State Quota,UR,General,Not Upgraded
1,27665,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,27669,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Not Upgraded
1,27673,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
3,27684,8,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
3,27691,1,"MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,EWS,EWS,Upgraded
3,27708,2,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
3,27711,10,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
1,27715,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,27717,-,"COLLEGE OF MEDICINE AND JNM HOSPITAL, KALYANI",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,27731,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,27739,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
2,27747,-,SARAT CHANDRA CHATTOPADHYAY GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,27765,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,27773,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,27787,-,TAMRALIPTO GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,27793,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,27830,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,27832,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Not Upgraded
1,27839,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,27878,-,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Not Upgraded
1,27890,-,RAMPURHAT GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,27965,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,27997,-,BARASAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,28015,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,28038,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,28110,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,28151,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28161,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Not Upgraded
1,28166,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,28178,-,SARAT CHANDRA CHATTOPADHYAY GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,28191,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
3,28204,6,PRAFULLA CHANDRA SEN GOVERNMENT MEDICAL COLLEGE,MBBS,State Quota,UR,General,Upgraded
1,28225,-,DEBEN MAHATA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,28234,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,28273,-,"INSTITUTE OF PG MEDICAL EDUCATION AND RESEARCH, KOLKATA",MBBS,State Quota,SC,SC,Retained
1,28297,-,"COLLEGE OF MEDICINE AND SAGORE DUTTA HOSPITAL, KAMARHATI",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,28302,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28303,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28321,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,28342,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,28358,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
3,28363,10,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
1,28372,-,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,EWS,EWS,Retained
1,28378,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,28382,-,SARAT CHANDRA CHATTOPADHYAY GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Not Upgraded
1,28388,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,28401,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,28414,-,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,EWS,EWS,Retained
1,28430,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28435,-,"MALDA MEDICAL COLLEGE AND HOSPITAL, MALDA",MBBS,State Quota,UR OBC-A (Non- Creamy Layer),,Retained
1,28447,-,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,EWS,EWS,Retained
1,28448,-,"BURDWAN MEDICAL COLLEGE, BURDWAN",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Retained
1,28456,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28459,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Retained
1,28460,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,UR,General,Not Upgraded
1,28471,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Retained
1,28493,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
2,28525,-,RAMPURHAT GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Retained
1,28545,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28603,-,"COLLEGE OF MEDICINE AND SAGORE DUTTA HOSPITAL, KAMARHATI",MBBS,State Quota,OBC-B (Non- Creamy Layer) OBC-B (Non- Creamy Layer),,Not Upgraded
1,28608,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Retained
1,28609,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,28635,-,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA",MBBS,State Quota,EWS,EWS,Retained
1,28644,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28692,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
1,28706,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28716,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Retained
1,28741,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR OBC (Non-Creamy Layer),,Retained
1,28788,-,"MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL, MURSHIDABAD",MBBS,State Quota,UR,General,Retained
1,28790,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
1,28822,-,"NORTH BENGAL MEDICAL COLLEGE AND HOSPITAL, DARJEELING",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Not Upgraded
1,28829,-,"BANKURA SAMMILANI MEDICAL COLLEGE, BANKURA",MBBS,State Quota,OBC-A (Non- Creamy Layer) OBC-A (Non- Creamy Layer),,Retained
3,28830,9,DIAMOND HARBOUR GOVT MEDICAL COLLEGE AND HOSPITAL,MBBS,State Quota,UR,General,Upgraded
1,28860,-,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR",MBBS,State Quota,UR,General,Not Upgraded
